Colegio,Localidad,Estrato,Puntaje_Lenguaje,Puntaje_Matematicas,Puntaje_Ciencias,Puntaje_Sociales,Puntaje_Ingles,Acceso_Internet_Hogar_x,Repitente,Genero,Puntaje_Global,Poblacion_Total,Ingreso_Promedio,Indice_Pobreza,Tasa_Desempleo,Nivel_Educativo_Promedio,Cobertura_Salud,Indice_Calidad_Vida,Tasa_Asistencia,Horas_Estudio
Colegio_1,Barrios Unidos,3,64.7,36.3,35.8,40.1,60.1,1,1,F,47.4,246732,2464266,14.4,8.9,10.2,88.7,70.4,80.4,17.8
Colegio_28,San Cristóbal,3,49.3,57.5,57.9,48.5,64.8,1,1,M,55.6,404902,1665631,20.3,10.8,9.1,86.7,40.2,77.4,7.4
Colegio_8,Usme,4,58.1,49.8,40.9,72.7,60.0,0,1,F,56.3,495408,1505279,18.8,9.0,9.8,86.0,41.1,75.6,3.9
Colegio_10,Suba,2,57.2,53.1,38.3,73.0,69.5,1,1,F,58.2,829007,2455432,8.3,7.4,10.2,87.3,75.0,91.0,9.8
Colegio_6,Barrios Unidos,3,39.2,58.5,65.4,48.7,41.6,1,1,F,50.7,246732,2464266,14.4,8.9,10.2,88.7,70.4,90.2,14.8
Colegio_39,Puente Aranda,2,80.7,41.9,62.1,48.2,44.1,1,1,F,55.4,246116,1732058,14.5,8.9,9.4,88.2,41.2,88.7,9.9
Colegio_28,Usaquén,4,62.0,61.4,75.7,69.4,42.0,1,1,F,62.1,342004,3238341,5.0,7.2,10.1,93.8,94.4,80.8,9.7
Colegio_38,La Candelaria,3,66.8,42.0,39.7,56.2,59.4,1,1,M,52.8,171142,1311336,23.8,11.6,9.2,84.1,30.3,84.8,16.8
Colegio_15,La Candelaria,5,45.5,52.0,50.6,52.3,50.1,0,0,F,50.1,171142,1311336,23.8,11.6,9.2,84.1,30.3,89.9,7.2
Colegio_26,Sumapaz,3,40.2,35.0,54.8,55.1,39.8,1,1,M,45.0,344465,1626165,19.6,7.6,8.7,85.7,34.7,87.4,17.2
Colegio_39,Usme,2,48.8,54.8,34.5,55.6,64.5,0,1,M,51.6,495408,1505279,18.8,9.0,9.8,86.0,41.1,99.7,8.1
Colegio_5,Suba,6,56.2,38.9,28.7,40.5,76.7,1,0,M,48.2,829007,2455432,8.3,7.4,10.2,87.3,75.0,78.4,6.6
Colegio_3,Engativá,5,52.9,59.3,45.2,40.2,68.6,1,1,F,53.2,945826,2815166,9.2,8.6,10.2,91.6,85.3,92.4,9.1
Colegio_40,Usme,2,42.6,78.5,69.4,46.2,54.4,1,0,F,58.2,495408,1505279,18.8,9.0,9.8,86.0,41.1,85.1,15.2
Colegio_13,Chapinero,1,64.0,50.1,48.9,46.6,66.6,0,1,M,55.2,153158,2764676,5.3,7.4,10.3,96.3,83.6,85.7,2.5
Colegio_18,Rafael Uribe Uribe,1,47.9,43.3,53.2,50.8,56.0,1,1,M,50.2,222600,1728859,20.1,7.0,8.9,84.2,37.8,92.9,3.9
Colegio_29,Bosa,4,72.0,50.8,49.9,56.8,57.8,1,1,M,57.5,748890,1774895,15.5,7.8,9.2,86.0,44.0,92.3,19.0
Colegio_24,Ciudad Bolívar,2,52.7,57.8,50.7,59.1,74.5,1,0,F,59.0,633863,1673046,16.4,8.8,9.0,92.3,36.4,99.8,3.5
Colegio_18,Engativá,2,50.7,40.5,47.2,73.3,68.4,1,1,F,56.0,945826,2815166,9.2,8.6,10.2,91.6,85.3,78.2,11.4
Colegio_17,Santa Fe,1,52.9,52.8,48.3,55.9,71.4,1,1,M,56.2,339318,1479614,21.0,9.6,9.4,85.8,37.6,77.6,11.6
Colegio_40,La Candelaria,6,53.7,78.0,38.4,38.7,60.8,1,1,F,53.9,171142,1311336,23.8,11.6,9.2,84.1,30.3,93.1,9.8
Colegio_32,San Cristóbal,3,58.5,62.3,46.7,52.8,61.8,1,1,M,56.4,404902,1665631,20.3,10.8,9.1,86.7,40.2,89.5,12.9
Colegio_36,Engativá,2,41.1,43.2,82.2,54.5,33.7,1,0,M,50.9,945826,2815166,9.2,8.6,10.2,91.6,85.3,81.9,4.6
Colegio_6,San Cristóbal,4,77.3,56.7,59.8,51.9,34.9,1,0,F,56.1,404902,1665631,20.3,10.8,9.1,86.7,40.2,77.0,11.1
Colegio_22,Fontibón,4,64.2,51.0,65.5,54.9,40.5,1,0,M,55.2,475856,2414409,10.7,7.7,9.3,88.8,61.6,77.1,7.4
Colegio_16,Usme,3,71.0,47.9,52.4,57.8,42.3,1,1,M,54.3,495408,1505279,18.8,9.0,9.8,86.0,41.1,97.4,13.2
Colegio_37,Suba,3,40.4,43.7,49.1,57.4,49.0,1,1,M,47.9,829007,2455432,8.3,7.4,10.2,87.3,75.0,79.8,2.8
Colegio_10,Chapinero,4,59.9,77.4,57.9,55.2,56.1,1,1,F,61.3,153158,2764676,5.3,7.4,10.3,96.3,83.6,83.1,11.4
Colegio_28,Los Mártires,3,66.3,26.0,41.6,76.8,39.9,1,1,M,50.1,324447,1274484,23.8,8.6,9.0,86.0,27.6,80.7,3.7
Colegio_8,Chapinero,5,72.8,65.7,80.5,42.7,60.6,1,1,F,64.4,153158,2764676,5.3,7.4,10.3,96.3,83.6,83.9,5.6
Colegio_27,Kennedy,4,34.1,48.7,46.4,51.8,73.1,1,1,F,50.8,1011301,1855181,16.9,8.3,9.3,88.9,49.2,76.7,4.4
Colegio_37,Kennedy,5,44.3,72.0,66.5,46.4,49.4,1,1,M,55.7,1011301,1855181,16.9,8.3,9.3,88.9,49.2,88.0,3.7
Colegio_25,Puente Aranda,1,50.8,39.7,44.6,61.6,63.4,1,0,M,52.0,246116,1732058,14.5,8.9,9.4,88.2,41.2,76.7,16.5
Colegio_27,Santa Fe,3,59.3,61.4,62.4,37.7,42.2,1,1,F,52.6,339318,1479614,21.0,9.6,9.4,85.8,37.6,95.0,5.7
Colegio_18,Santa Fe,4,41.4,67.7,58.8,58.9,61.7,1,1,F,57.7,339318,1479614,21.0,9.6,9.4,85.8,37.6,80.8,18.5
Colegio_3,Fontibón,1,69.7,56.2,48.8,40.2,53.5,0,1,M,53.7,475856,2414409,10.7,7.7,9.3,88.8,61.6,88.5,19.4
Colegio_34,Puente Aranda,4,42.9,58.5,65.9,50.3,49.3,1,1,F,53.4,246116,1732058,14.5,8.9,9.4,88.2,41.2,97.0,11.4
Colegio_13,Antonio Nariño,3,31.5,44.8,47.0,68.1,38.1,0,1,M,45.9,179797,1489362,18.5,9.3,8.2,83.7,26.2,91.3,2.9
Colegio_31,Engativá,5,56.8,47.3,31.8,56.6,50.0,1,1,M,48.5,945826,2815166,9.2,8.6,10.2,91.6,85.3,88.3,7.5
Colegio_14,Teusaquillo,5,49.6,50.4,63.4,65.1,46.5,1,1,M,55.0,194327,2990383,5.1,7.0,10.5,94.4,90.1,83.1,16.0
Colegio_35,Puente Aranda,2,55.7,58.1,52.9,53.6,53.4,1,1,F,54.8,246116,1732058,14.5,8.9,9.4,88.2,41.2,83.3,7.3
Colegio_29,Engativá,4,53.3,38.3,51.4,66.2,41.7,1,0,F,50.2,945826,2815166,9.2,8.6,10.2,91.6,85.3,91.7,1.7
Colegio_15,Kennedy,2,71.7,31.8,56.6,80.6,43.3,1,1,M,56.8,1011301,1855181,16.9,8.3,9.3,88.9,49.2,99.9,11.1
Colegio_30,Usaquén,4,63.0,44.4,50.0,52.9,57.9,0,1,M,53.6,342004,3238341,5.0,7.2,10.1,93.8,94.4,91.5,16.9
Colegio_13,Usme,4,53.8,61.1,46.9,70.4,59.7,1,1,M,58.4,495408,1505279,18.8,9.0,9.8,86.0,41.1,88.9,15.9
Colegio_12,Bosa,5,38.8,46.5,48.5,47.0,55.9,0,1,F,47.3,748890,1774895,15.5,7.8,9.2,86.0,44.0,93.3,3.5
Colegio_22,Santa Fe,3,49.5,47.7,54.6,30.4,49.3,1,1,F,46.3,339318,1479614,21.0,9.6,9.4,85.8,37.6,86.6,13.5
Colegio_6,La Candelaria,4,49.4,59.2,29.1,57.3,48.3,1,1,F,48.7,171142,1311336,23.8,11.6,9.2,84.1,30.3,76.5,4.4
Colegio_7,Barrios Unidos,4,36.7,55.1,58.2,58.7,50.9,1,1,M,51.9,246732,2464266,14.4,8.9,10.2,88.7,70.4,89.1,4.4
Colegio_30,Suba,1,64.4,57.5,62.9,67.6,43.7,0,1,F,59.2,829007,2455432,8.3,7.4,10.2,87.3,75.0,98.9,17.5
Colegio_32,Fontibón,3,38.3,60.1,48.1,63.5,75.6,0,0,F,57.1,475856,2414409,10.7,7.7,9.3,88.8,61.6,79.4,5.0
Colegio_38,Engativá,3,38.3,50.2,65.7,50.5,54.5,1,1,F,51.8,945826,2815166,9.2,8.6,10.2,91.6,85.3,92.3,5.3
Colegio_1,Usme,5,46.0,40.6,63.0,46.9,38.7,0,1,F,47.1,495408,1505279,18.8,9.0,9.8,86.0,41.1,80.0,0.0
Colegio_36,Fontibón,3,41.2,36.5,45.4,73.5,49.4,1,1,F,49.2,475856,2414409,10.7,7.7,9.3,88.8,61.6,88.4,17.4
Colegio_27,Kennedy,5,50.2,35.1,76.5,70.0,52.2,1,1,M,56.8,1011301,1855181,16.9,8.3,9.3,88.9,49.2,77.4,15.9
Colegio_39,Usme,2,37.8,63.1,48.1,60.3,39.0,1,1,M,49.7,495408,1505279,18.8,9.0,9.8,86.0,41.1,86.3,12.5
Colegio_12,Engativá,3,50.6,35.2,56.8,58.6,39.7,1,1,M,48.2,945826,2815166,9.2,8.6,10.2,91.6,85.3,93.9,15.0
Colegio_39,San Cristóbal,3,51.6,63.5,34.2,49.8,44.8,1,1,M,48.8,404902,1665631,20.3,10.8,9.1,86.7,40.2,83.7,3.0
Colegio_6,Teusaquillo,3,59.5,48.5,50.0,46.7,50.8,1,0,F,51.1,194327,2990383,5.1,7.0,10.5,94.4,90.1,91.6,9.2
Colegio_39,Fontibón,3,58.2,59.9,58.7,37.7,41.5,1,1,F,51.2,475856,2414409,10.7,7.7,9.3,88.8,61.6,94.9,7.0
Colegio_24,Sumapaz,2,52.3,60.9,58.3,48.0,42.0,1,1,M,52.3,344465,1626165,19.6,7.6,8.7,85.7,34.7,98.2,1.9
Colegio_4,Barrios Unidos,2,59.1,53.2,57.3,42.1,80.5,1,1,M,58.4,246732,2464266,14.4,8.9,10.2,88.7,70.4,80.9,9.7
Colegio_4,Fontibón,5,51.7,59.6,95.6,65.5,75.5,1,1,F,69.6,475856,2414409,10.7,7.7,9.3,88.8,61.6,85.0,18.4
Colegio_40,Tunjuelito,4,71.4,58.5,72.6,59.4,77.0,1,0,F,67.8,270499,1603700,19.6,10.3,9.7,89.3,44.5,78.8,0.8
Colegio_4,Teusaquillo,3,46.2,67.9,63.5,57.7,66.1,1,1,F,60.3,194327,2990383,5.1,7.0,10.5,94.4,90.1,99.8,5.8
Colegio_17,Tunjuelito,4,48.2,38.4,59.8,55.1,61.0,1,1,M,52.5,270499,1603700,19.6,10.3,9.7,89.3,44.5,98.2,4.2
Colegio_22,Teusaquillo,2,55.0,57.1,45.7,64.3,36.4,0,1,M,51.7,194327,2990383,5.1,7.0,10.5,94.4,90.1,88.5,4.8
Colegio_27,Ciudad Bolívar,2,45.8,48.8,55.0,54.2,38.5,1,0,M,48.5,633863,1673046,16.4,8.8,9.0,92.3,36.4,96.1,18.2
Colegio_9,Antonio Nariño,3,70.4,47.7,66.8,44.3,54.8,0,1,F,56.8,179797,1489362,18.5,9.3,8.2,83.7,26.2,88.0,9.4
Colegio_25,Puente Aranda,2,62.5,48.7,57.0,49.0,59.0,1,0,F,55.2,246116,1732058,14.5,8.9,9.4,88.2,41.2,90.6,9.3
Colegio_36,Los Mártires,4,63.3,70.3,60.6,64.1,45.4,1,1,F,60.7,324447,1274484,23.8,8.6,9.0,86.0,27.6,77.2,15.2
Colegio_38,Kennedy,3,61.3,38.2,63.5,85.9,42.2,0,1,M,58.2,1011301,1855181,16.9,8.3,9.3,88.9,49.2,93.9,3.1
Colegio_38,Usaquén,5,63.6,52.9,75.0,59.0,58.4,1,1,M,61.8,342004,3238341,5.0,7.2,10.1,93.8,94.4,78.2,9.7
Colegio_29,Tunjuelito,4,46.5,46.9,45.0,64.3,52.7,1,1,M,51.1,270499,1603700,19.6,10.3,9.7,89.3,44.5,95.7,8.6
Colegio_4,Bosa,3,61.0,65.2,58.8,49.0,59.9,1,1,F,58.8,748890,1774895,15.5,7.8,9.2,86.0,44.0,94.6,11.9
Colegio_18,Ciudad Bolívar,3,42.1,42.9,66.0,39.2,71.3,1,1,F,52.3,633863,1673046,16.4,8.8,9.0,92.3,36.4,92.7,20.0
Colegio_15,Los Mártires,2,43.7,51.7,39.4,47.1,48.5,1,1,M,46.1,324447,1274484,23.8,8.6,9.0,86.0,27.6,75.9,15.4
Colegio_27,Teusaquillo,1,59.5,66.2,41.2,67.9,65.8,1,0,F,60.1,194327,2990383,5.1,7.0,10.5,94.4,90.1,82.6,8.0
Colegio_35,Usme,1,54.4,66.4,48.4,65.5,58.4,1,1,M,58.6,495408,1505279,18.8,9.0,9.8,86.0,41.1,81.6,16.6
Colegio_11,Engativá,3,58.0,52.9,42.5,52.9,47.7,1,1,F,50.8,945826,2815166,9.2,8.6,10.2,91.6,85.3,84.0,3.4
Colegio_36,Tunjuelito,5,48.1,55.0,65.0,52.1,53.6,1,1,F,54.8,270499,1603700,19.6,10.3,9.7,89.3,44.5,77.2,0.6
Colegio_8,Ciudad Bolívar,4,46.1,62.4,66.3,39.9,35.6,1,1,M,50.1,633863,1673046,16.4,8.8,9.0,92.3,36.4,98.4,4.1
Colegio_28,Usaquén,4,50.7,53.8,50.1,51.4,57.5,1,1,M,52.7,342004,3238341,5.0,7.2,10.1,93.8,94.4,88.8,6.8
Colegio_38,Bosa,6,55.7,45.5,50.6,42.7,52.3,1,1,M,49.4,748890,1774895,15.5,7.8,9.2,86.0,44.0,82.6,10.2
Colegio_1,Los Mártires,5,50.9,37.6,66.6,44.0,73.0,1,1,F,54.4,324447,1274484,23.8,8.6,9.0,86.0,27.6,84.9,12.3
Colegio_28,Usaquén,3,64.9,57.2,76.0,58.1,51.1,0,1,M,61.5,342004,3238341,5.0,7.2,10.1,93.8,94.4,86.2,18.2
Colegio_5,Puente Aranda,4,51.2,41.5,77.3,64.8,65.1,1,1,M,60.0,246116,1732058,14.5,8.9,9.4,88.2,41.2,90.0,10.2
Colegio_13,Kennedy,3,35.8,57.8,62.9,57.3,53.1,1,1,F,53.4,1011301,1855181,16.9,8.3,9.3,88.9,49.2,87.9,10.0
Colegio_5,Barrios Unidos,4,60.2,42.2,72.3,61.0,41.5,1,1,F,55.4,246732,2464266,14.4,8.9,10.2,88.7,70.4,98.0,1.0
Colegio_18,Teusaquillo,3,69.0,57.5,65.3,72.6,53.0,1,1,M,63.5,194327,2990383,5.1,7.0,10.5,94.4,90.1,87.4,0.7
Colegio_33,Usme,3,60.5,47.7,61.9,62.2,64.9,1,1,M,59.4,495408,1505279,18.8,9.0,9.8,86.0,41.1,99.8,11.0
Colegio_2,Bosa,2,65.2,46.1,65.4,63.2,70.1,1,1,F,62.0,748890,1774895,15.5,7.8,9.2,86.0,44.0,96.3,8.8
Colegio_23,Puente Aranda,4,44.9,79.5,74.8,54.1,54.7,0,1,F,61.6,246116,1732058,14.5,8.9,9.4,88.2,41.2,80.2,16.8
Colegio_3,Ciudad Bolívar,1,59.0,51.4,73.0,38.6,68.4,0,1,F,58.1,633863,1673046,16.4,8.8,9.0,92.3,36.4,98.3,3.2
Colegio_17,Chapinero,1,62.0,70.9,72.8,33.6,39.1,0,1,M,55.7,153158,2764676,5.3,7.4,10.3,96.3,83.6,77.9,0.5
Colegio_30,Tunjuelito,3,54.4,33.6,65.5,73.9,57.9,1,0,F,57.1,270499,1603700,19.6,10.3,9.7,89.3,44.5,95.4,9.0
Colegio_31,Sumapaz,4,40.0,46.0,32.0,67.8,62.1,1,1,F,49.6,344465,1626165,19.6,7.6,8.7,85.7,34.7,84.5,4.7
Colegio_9,Usme,2,56.3,69.4,50.7,61.2,64.0,0,1,F,60.3,495408,1505279,18.8,9.0,9.8,86.0,41.1,96.9,1.0
Colegio_10,Barrios Unidos,5,71.4,48.4,44.7,71.1,48.0,1,1,M,56.7,246732,2464266,14.4,8.9,10.2,88.7,70.4,96.7,14.5
Colegio_9,Usme,3,49.1,62.5,38.5,60.5,45.3,1,1,M,51.2,495408,1505279,18.8,9.0,9.8,86.0,41.1,95.1,2.2
Colegio_30,Fontibón,2,80.6,34.4,55.2,61.3,74.8,0,1,F,61.3,475856,2414409,10.7,7.7,9.3,88.8,61.6,94.8,12.2
Colegio_20,Kennedy,5,52.8,54.0,51.2,35.1,62.2,1,0,M,51.0,1011301,1855181,16.9,8.3,9.3,88.9,49.2,82.6,5.6
Colegio_6,Tunjuelito,3,59.4,48.7,41.8,40.6,70.4,1,1,M,52.2,270499,1603700,19.6,10.3,9.7,89.3,44.5,77.0,3.5
Colegio_38,Kennedy,4,42.8,60.8,65.2,46.6,45.3,1,0,M,52.2,1011301,1855181,16.9,8.3,9.3,88.9,49.2,85.1,7.6
Colegio_32,Santa Fe,3,29.0,42.8,48.1,59.1,51.2,1,1,F,46.0,339318,1479614,21.0,9.6,9.4,85.8,37.6,79.3,16.0
Colegio_21,Barrios Unidos,5,65.9,43.6,56.0,48.2,47.2,1,1,M,52.2,246732,2464266,14.4,8.9,10.2,88.7,70.4,92.4,7.8
Colegio_26,Usme,4,62.3,61.0,79.4,52.8,50.5,1,1,F,61.2,495408,1505279,18.8,9.0,9.8,86.0,41.1,83.7,15.0
Colegio_20,Barrios Unidos,4,20.5,54.5,48.5,70.0,60.3,1,1,M,50.8,246732,2464266,14.4,8.9,10.2,88.7,70.4,99.4,2.5
Colegio_35,Bosa,3,52.3,68.3,37.1,61.3,65.4,1,1,M,56.9,748890,1774895,15.5,7.8,9.2,86.0,44.0,91.0,15.5
Colegio_12,Kennedy,5,50.1,40.3,71.8,58.1,55.9,1,1,F,55.2,1011301,1855181,16.9,8.3,9.3,88.9,49.2,95.6,4.7
Colegio_36,Kennedy,6,65.6,60.9,42.5,38.8,47.2,1,1,M,51.0,1011301,1855181,16.9,8.3,9.3,88.9,49.2,78.3,13.5
Colegio_31,Chapinero,4,63.4,51.6,58.8,74.4,67.3,1,1,M,63.1,153158,2764676,5.3,7.4,10.3,96.3,83.6,96.6,11.3
Colegio_3,Sumapaz,1,43.4,35.5,39.9,44.8,34.1,0,1,F,39.6,344465,1626165,19.6,7.6,8.7,85.7,34.7,98.1,18.6
Colegio_8,Santa Fe,5,66.7,55.1,61.3,66.1,39.6,1,1,M,57.7,339318,1479614,21.0,9.6,9.4,85.8,37.6,87.2,7.7
Colegio_20,Suba,3,54.5,44.5,36.4,71.7,63.8,1,1,F,54.2,829007,2455432,8.3,7.4,10.2,87.3,75.0,90.2,1.3
Colegio_19,Suba,6,56.2,50.9,65.1,40.4,55.0,0,1,M,53.5,829007,2455432,8.3,7.4,10.2,87.3,75.0,94.1,0.4
Colegio_6,Puente Aranda,2,60.5,32.3,39.9,50.8,53.8,1,1,F,47.5,246116,1732058,14.5,8.9,9.4,88.2,41.2,79.4,16.5
Colegio_3,Usme,1,65.3,38.7,66.4,57.8,57.7,1,1,F,57.2,495408,1505279,18.8,9.0,9.8,86.0,41.1,87.6,10.5
Colegio_31,Ciudad Bolívar,5,33.9,66.6,41.2,47.9,45.9,1,1,M,47.1,633863,1673046,16.4,8.8,9.0,92.3,36.4,85.0,15.5
Colegio_30,La Candelaria,3,44.1,62.1,63.8,60.8,42.0,0,1,F,54.6,171142,1311336,23.8,11.6,9.2,84.1,30.3,78.7,4.7
Colegio_9,Teusaquillo,3,38.6,45.4,52.9,41.8,55.7,1,1,F,46.9,194327,2990383,5.1,7.0,10.5,94.4,90.1,84.2,6.9
Colegio_30,Suba,3,61.6,60.2,45.4,64.2,55.2,1,1,M,57.3,829007,2455432,8.3,7.4,10.2,87.3,75.0,76.7,0.6
Colegio_4,Teusaquillo,5,82.0,40.6,62.5,39.7,52.2,1,0,F,55.4,194327,2990383,5.1,7.0,10.5,94.4,90.1,75.6,19.2
Colegio_18,La Candelaria,1,41.7,40.6,47.5,43.7,55.0,1,1,F,45.7,171142,1311336,23.8,11.6,9.2,84.1,30.3,78.4,13.4
Colegio_19,Barrios Unidos,3,45.0,48.8,56.0,46.2,41.9,1,1,F,47.6,246732,2464266,14.4,8.9,10.2,88.7,70.4,99.1,18.7
Colegio_14,La Candelaria,2,63.7,51.2,61.2,37.2,60.0,1,1,F,54.6,171142,1311336,23.8,11.6,9.2,84.1,30.3,88.7,5.3
Colegio_38,Engativá,5,68.9,39.0,32.0,43.4,59.2,1,1,M,48.5,945826,2815166,9.2,8.6,10.2,91.6,85.3,99.1,12.2
Colegio_2,Bosa,3,61.3,50.8,76.3,62.1,81.5,1,1,F,66.4,748890,1774895,15.5,7.8,9.2,86.0,44.0,85.8,13.6
Colegio_11,Ciudad Bolívar,3,58.8,64.7,69.7,54.5,59.7,1,1,M,61.5,633863,1673046,16.4,8.8,9.0,92.3,36.4,82.8,6.4
Colegio_29,Los Mártires,4,37.6,67.2,35.5,57.6,44.9,1,1,F,48.5,324447,1274484,23.8,8.6,9.0,86.0,27.6,87.7,17.0
Colegio_37,Tunjuelito,3,51.0,44.3,57.3,40.2,55.0,0,0,F,49.6,270499,1603700,19.6,10.3,9.7,89.3,44.5,86.0,18.9
Colegio_28,Engativá,5,54.1,49.4,58.6,68.2,55.6,0,1,M,57.2,945826,2815166,9.2,8.6,10.2,91.6,85.3,77.6,17.7
Colegio_21,Usaquén,3,75.9,39.1,69.9,75.6,63.0,1,0,M,64.7,342004,3238341,5.0,7.2,10.1,93.8,94.4,91.0,14.8
Colegio_25,La Candelaria,5,53.6,52.3,50.6,42.8,61.8,1,1,M,52.2,171142,1311336,23.8,11.6,9.2,84.1,30.3,80.4,5.5
Colegio_13,Usme,3,53.7,29.1,69.2,47.4,92.8,1,1,M,58.5,495408,1505279,18.8,9.0,9.8,86.0,41.1,90.5,5.6
Colegio_20,Usme,2,52.4,60.5,83.3,63.1,44.7,1,0,M,60.8,495408,1505279,18.8,9.0,9.8,86.0,41.1,91.3,19.3
Colegio_39,Rafael Uribe Uribe,4,42.1,57.9,52.9,55.5,28.4,1,1,M,47.4,222600,1728859,20.1,7.0,8.9,84.2,37.8,78.8,0.2
Colegio_34,Sumapaz,5,79.3,55.5,52.9,49.4,39.2,1,1,M,55.3,344465,1626165,19.6,7.6,8.7,85.7,34.7,76.5,14.3
Colegio_39,Teusaquillo,4,45.0,61.4,53.6,64.1,56.5,1,1,M,56.1,194327,2990383,5.1,7.0,10.5,94.4,90.1,94.5,14.1
Colegio_8,San Cristóbal,3,43.8,39.2,45.6,37.7,38.9,1,1,F,41.1,404902,1665631,20.3,10.8,9.1,86.7,40.2,86.5,12.5
Colegio_19,Bosa,4,59.0,66.5,35.3,66.2,56.2,1,1,M,56.6,748890,1774895,15.5,7.8,9.2,86.0,44.0,76.5,19.8
Colegio_5,Puente Aranda,4,44.2,60.5,55.6,34.1,75.0,1,1,F,53.9,246116,1732058,14.5,8.9,9.4,88.2,41.2,99.9,6.2
Colegio_39,Kennedy,2,60.0,49.6,67.9,63.6,51.2,1,1,M,58.5,1011301,1855181,16.9,8.3,9.3,88.9,49.2,76.4,6.8
Colegio_24,Suba,2,72.1,68.3,74.3,65.1,72.9,1,1,M,70.5,829007,2455432,8.3,7.4,10.2,87.3,75.0,92.4,1.6
Colegio_31,Chapinero,6,40.6,58.3,67.8,48.0,60.3,0,1,M,55.0,153158,2764676,5.3,7.4,10.3,96.3,83.6,99.6,8.9
Colegio_22,Rafael Uribe Uribe,5,50.7,56.3,53.6,54.5,61.9,1,1,M,55.4,222600,1728859,20.1,7.0,8.9,84.2,37.8,81.0,5.2
Colegio_39,Antonio Nariño,4,49.0,53.8,45.0,39.2,61.9,1,1,F,49.8,179797,1489362,18.5,9.3,8.2,83.7,26.2,78.6,6.9
Colegio_36,Rafael Uribe Uribe,3,58.4,58.7,69.7,82.7,41.0,0,1,M,62.1,222600,1728859,20.1,7.0,8.9,84.2,37.8,78.0,16.7
Colegio_20,Sumapaz,6,64.4,63.8,64.6,52.0,53.8,1,1,M,59.7,344465,1626165,19.6,7.6,8.7,85.7,34.7,82.6,18.7
Colegio_38,Antonio Nariño,4,42.8,29.5,47.4,41.0,75.0,0,1,M,47.1,179797,1489362,18.5,9.3,8.2,83.7,26.2,77.5,3.7
Colegio_15,Usaquén,3,55.5,38.7,59.5,48.2,57.6,1,1,F,51.9,342004,3238341,5.0,7.2,10.1,93.8,94.4,92.3,7.5
Colegio_1,Santa Fe,5,48.3,54.9,48.4,53.3,64.2,0,1,M,53.8,339318,1479614,21.0,9.6,9.4,85.8,37.6,76.6,18.6
Colegio_1,Antonio Nariño,5,58.9,54.1,46.8,60.7,62.7,1,1,F,56.6,179797,1489362,18.5,9.3,8.2,83.7,26.2,87.7,1.2
Colegio_4,La Candelaria,3,43.3,42.1,45.1,60.4,43.6,1,1,M,46.9,171142,1311336,23.8,11.6,9.2,84.1,30.3,99.9,1.8
Colegio_30,Usme,3,53.4,60.1,59.8,58.4,54.9,1,0,M,57.4,495408,1505279,18.8,9.0,9.8,86.0,41.1,95.3,3.3
Colegio_17,Antonio Nariño,3,63.6,32.5,64.2,60.3,42.4,1,1,F,52.6,179797,1489362,18.5,9.3,8.2,83.7,26.2,90.4,11.9
Colegio_7,Puente Aranda,3,54.4,65.4,50.3,55.9,54.5,1,1,M,56.1,246116,1732058,14.5,8.9,9.4,88.2,41.2,82.7,3.0
Colegio_27,Rafael Uribe Uribe,5,63.5,63.8,54.7,56.3,60.0,1,1,M,59.6,222600,1728859,20.1,7.0,8.9,84.2,37.8,90.6,19.4
Colegio_23,San Cristóbal,3,52.8,47.1,49.7,31.9,61.9,1,1,F,48.7,404902,1665631,20.3,10.8,9.1,86.7,40.2,88.2,8.9
Colegio_30,Sumapaz,2,65.1,53.1,45.1,66.0,68.9,1,1,F,59.6,344465,1626165,19.6,7.6,8.7,85.7,34.7,85.7,10.0
Colegio_1,Engativá,3,41.8,47.9,47.0,43.7,60.7,0,1,F,48.2,945826,2815166,9.2,8.6,10.2,91.6,85.3,78.3,4.9
Colegio_26,Ciudad Bolívar,1,43.7,50.6,29.1,56.1,49.4,1,0,M,45.8,633863,1673046,16.4,8.8,9.0,92.3,36.4,97.2,9.4
Colegio_18,Barrios Unidos,5,75.1,63.1,44.4,63.0,50.9,1,1,M,59.3,246732,2464266,14.4,8.9,10.2,88.7,70.4,86.2,13.2
Colegio_29,Fontibón,2,55.8,61.3,69.6,43.6,41.5,1,1,F,54.4,475856,2414409,10.7,7.7,9.3,88.8,61.6,79.9,15.0
Colegio_19,Bosa,6,74.6,54.9,49.6,45.3,63.3,1,0,M,57.5,748890,1774895,15.5,7.8,9.2,86.0,44.0,84.2,15.1
Colegio_9,Rafael Uribe Uribe,3,71.6,32.3,75.8,38.3,39.2,1,1,M,51.4,222600,1728859,20.1,7.0,8.9,84.2,37.8,85.4,11.6
Colegio_9,Barrios Unidos,3,58.4,75.7,56.2,41.8,60.4,1,1,F,58.5,246732,2464266,14.4,8.9,10.2,88.7,70.4,95.7,18.1
Colegio_20,Rafael Uribe Uribe,4,42.1,59.5,51.8,82.7,65.8,1,0,F,60.4,222600,1728859,20.1,7.0,8.9,84.2,37.8,93.3,16.3
Colegio_10,Los Mártires,1,62.9,50.9,54.3,74.7,47.4,1,1,F,58.0,324447,1274484,23.8,8.6,9.0,86.0,27.6,94.2,15.1
Colegio_28,Engativá,3,47.1,73.0,43.3,73.9,36.6,1,1,M,54.8,945826,2815166,9.2,8.6,10.2,91.6,85.3,75.3,1.1
